run_id,pk,windowdiff,graph_cov@6,timestamp
sipocagi,0.0,0.0,0.0,1752681250
sipocagi,0.0,0.0,0.171,1752681250
cwsiass,0.0,0.0,0.0,1752681250
cwsiass,0.0,0.0,0.146,1752681250
mupssee,0.0,0.0,0.0,1752681257
mupssee,0.0,0.0,0.25,1752681257
speoepsgug,0.0,0.0,0.0,1752681260
speoepsgug,0.0,0.0,0.115,1752681260
srmp,0.0,0.0,0.0,1752681261
srmp,0.0,0.0,0.333,1752681261
sevtgi,0.0,0.0,0.0,1752681261
sevtgi,0.0,0.0,0.25,1752681261
mszcs,0.0,0.0,0.0,1752681261
mszcs,0.0,0.0,0.176,1752681261
sfacohcssefc,0.0,0.0,0.0,1752681263
sfacohcssefc,0.0,0.0,0.3,1752681263
mdoc,0.0,0.0,0.0,1752681264
mdoc,0.0,0.0,1.0,1752681264
rmewf-vocational-training,0.0,0.0,0.0,1752681264
rmewf-vocational-training,0.0,0.0,0.167,1752681264
madilu,0.0,0.0,0.0,1752681269
madilu,0.0,0.0,0.353,1752681269
syssr,0.0,0.0,0.0,1752681272
syssr,0.0,0.0,0.24,1752681272
gas,0.0,0.0,0.0,1752681273
gas,0.0,0.0,0.171,1752681273
ascrncaeaonima,0.0,0.0,0.0,1752681273
tls-cl1mc,0.0,0.0,0.0,1752681273
ascrncaeaonima,0.0,0.0,0.4,1752681273
tls-cl1mc,0.0,0.0,0.188,1752681273
rgssspf-2012,0.0,0.0,0.0,1752681275
rgssspf-2012,0.0,0.0,0.182,1752681275
hfta-giapsca,0.0,0.0,0.0,1752681276
hfta-giapsca,0.0,0.0,0.333,1752681276
sspmphmrp,0.0,0.0,0.0,1752681276
sspmphmrp,0.0,0.0,0.136,1752681276
chcdp,0.0,0.0,0.0,1752681282
chcdp,0.0,0.0,0.545,1752681282
stypsstdpdcs,0.0,0.0,0.0,1752681284
stypsstdpdcs,0.0,0.0,0.14,1752681284
fcscgsssixssy,0.0,0.0,0.0,1752681285
fcscgsssixssy,0.0,0.0,0.3,1752681285
labs-glwb,0.0,0.0,0.0,1752681286
labs-glwb,0.0,0.0,0.194,1752681286
ehsap,0.0,0.0,0.0,1752681286
ehsap,0.0,0.0,0.25,1752681286
gshhs,0.0,0.0,0.0,1752681288
gshhs,0.0,0.0,0.333,1752681288
kdpckv,0.0,0.0,0.0,1752681289
kdpckv,0.0,0.0,0.375,1752681289
oap,0.0,0.0,0.0,1752681290
oap,0.0,0.0,0.2,1752681290
rcpppms,0.0,0.0,0.0,1752681293
rcpppms,0.0,0.0,0.222,1752681293
anioaas,0.0,0.0,0.0,1752681297
anioaas,0.0,0.0,0.24,1752681297
pfmeiiao,0.0,0.0,0.0,1752681297
pfmeiiao,0.0,0.0,0.171,1752681297
cmsguy,0.0,0.0,0.0,1752681297
cmsguy,0.0,0.0,0.4,1752681297
fae-c,0.0,0.0,0.0,1752681297
fae-c,0.0,0.0,0.182,1752681297
atesgephmschrt4,0.0,0.0,0.0,1752681300
atesgephmschrt4,0.0,0.0,0.2,1752681300
dtu-cmsguy,0.0,0.0,0.0,1752681300
dtu-cmsguy,0.0,0.0,0.176,1752681300
cmcalss,0.0,0.0,0.0,1752681301
cmcalss,0.0,0.0,0.118,1752681301
mamata,0.0,0.0,0.0,1752681305
mamata,0.0,0.0,0.154,1752681305
sgscs,0.0,0.0,0.0,1752681308
sgscs,0.0,0.0,0.273,1752681308
srmsmeghalaya,0.0,0.0,0.0,1752681309
srmsmeghalaya,0.0,0.0,0.316,1752681309
mkvy,0.0,0.0,0.0,1752681309
mkvy,0.0,0.0,0.146,1752681309
pmssrpf,0.0,0.0,0.0,1752681310
pmssrpf,0.0,0.0,0.105,1752681310
ysrjk,0.0,0.0,0.0,1752681313
ysrjk,0.0,0.0,0.231,1752681313
sotooc,0.0,0.0,0.0,1752681313
sotooc,0.0,0.0,0.25,1752681313
btehabwodap,0.0,0.0,0.0,1752681314
btehabwodap,0.0,0.0,0.429,1752681314
aopk,0.0,0.0,0.0,1752681316
aopk,0.0,0.0,0.231,1752681316
samruddhischeme,0.0,0.0,0.0,1752681321
samruddhischeme,0.0,0.0,0.3,1752681321
ssychh,0.0,0.0,0.0,1752681321
ssychh,0.0,0.0,0.128,1752681321
dshaspbocwwb,0.0,0.0,0.0,1752681322
dshaspbocwwb,0.0,0.0,0.076,1752681322
ddaps,0.0,0.0,0.0,1752681322
ddaps,0.0,0.0,0.273,1752681322
pa-mp,0.0,0.0,0.0,1752681325
pa-mp,0.0,0.0,0.3,1752681325
kscste-ess,0.0,0.0,0.0,1752681326
kscste-ess,0.0,0.0,0.105,1752681326
py,0.0,0.0,0.0,1752681327
py,0.0,0.0,0.136,1752681327
cmat-sada,0.0,0.0,0.0,1752681328
cmat-sada,0.0,0.0,0.286,1752681328
nspybocwwb,0.0,0.0,0.0,1752681332
nspybocwwb,0.0,0.0,0.073,1752681332
gassutpssatn,0.0,0.0,0.0,1752681333
gassutpssatn,0.0,0.0,0.333,1752681333
gmgmach,0.0,0.0,0.0,1752681333
gmgmach,0.0,0.0,0.286,1752681333
arsls,0.0,0.0,0.0,1752681333
arsls,0.0,0.0,0.429,1752681333
gwwh,0.0,0.0,0.0,1752681336
gwwh,0.0,0.0,0.207,1752681336
owjws,0.0,0.0,0.0,1752681338
owjws,0.0,0.0,0.207,1752681338
aipps-mesifai-vi,0.0,0.0,0.0,1752681338
aipps-mesifai-vi,0.0,0.0,0.171,1752681338
fimdgc,0.0,0.0,0.0,1752681339
fimdgc,0.0,0.0,0.176,1752681339
vetls,0.0,0.0,0.0,1752681345
vetls,0.0,0.0,0.273,1752681345
fssaiis,0.0,0.0,0.0,1752681346
fssaiis,0.0,0.0,0.125,1752681346
dr-tbocwwb,0.0,0.0,0.0,1752681346
dr-tbocwwb,0.0,0.0,0.261,1752681346
wbmwwsad,0.0,0.0,0.0,1752681346
wbmwwsad,0.0,0.0,0.176,1752681346
fapgsprg,0.0,0.0,0.0,1752681348
fapgsprg,0.0,0.0,0.086,1752681348
ipsapiea,0.0,0.0,0.0,1752681350
ipsapiea,0.0,0.0,0.122,1752681350
faisbscbc,0.0,0.0,0.0,1752681351
faisbscbc,0.0,0.0,0.14,1752681351
gpmsup,0.0,0.0,0.0,1752681352
gpmsup,0.0,0.0,0.136,1752681352
ntkjky,0.0,0.0,0.0,1752681357
ntkjky,0.0,0.0,0.128,1752681357
pm-poshan,0.0,0.0,0.0,1752681358
pm-poshan,0.0,0.0,0.375,1752681358
gitanjali-housing,0.0,0.0,0.0,1752681358
gitanjali-housing,0.0,0.0,0.12,1752681358
sppy,0.0,0.0,0.0,1752681358
sppy,0.0,0.0,0.128,1752681358
parfdap,0.0,0.0,0.0,1752681360
parfdap,0.0,0.0,0.261,1752681360
prerana,0.0,0.0,0.0,1752681363
prerana,0.0,0.0,0.273,1752681363
msdsuyps,0.0,0.0,0.0,1752681364
msdsuyps,0.0,0.0,0.3,1752681364
hr-hrr,0.0,0.0,0.0,1752681364
hr-hrr,0.0,0.0,0.194,1752681364
lbsspy,0.0,0.0,0.0,1752681369
lbsspy,0.0,0.0,0.13,1752681369
ipstasfpi,0.0,0.0,0.0,1752681370
ipstasfpi,0.0,0.0,0.115,1752681370
famapbandocwwb,0.0,0.0,0.0,1752681370
famapbandocwwb,0.0,0.0,0.231,1752681370
kspyscg,0.0,0.0,0.0,1752681371
kspyscg,0.0,0.0,0.24,1752681371
sara,0.0,0.0,0.0,1752681371
sara,0.0,0.0,0.231,1752681371
cife-if,0.0,0.0,0.0,1752681375
cife-if,0.0,0.0,0.057,1752681375
haps,0.0,0.0,0.0,1752681376
haps,0.0,0.0,0.316,1752681376
ms,0.0,0.0,0.0,1752681376
ms,0.0,0.0,0.194,1752681376
mbcbocwwb,0.0,0.0,0.0,1752681382
mbcbocwwb,0.0,0.0,0.107,1752681382
csispwd,0.0,0.0,0.0,1752681382
csispwd,0.0,0.0,0.261,1752681382
maddapp-i,0.0,0.0,0.0,1752681382
maddapp-i,0.0,0.0,0.13,1752681382
tlscl2mc,0.0,0.0,0.0,1752681383
tlscl2mc,0.0,0.0,0.176,1752681383
sire,0.0,0.0,0.0,1752681383
sire,0.0,0.0,0.14,1752681383
tkgthe,0.0,0.0,0.0,1752681387
tkgthe,0.0,0.0,0.14,1752681387
dalit-bandhu,0.0,0.0,0.0,1752681388
dalit-bandhu,0.0,0.0,0.115,1752681388
cuy,0.0,0.0,0.0,1752681389
cuy,0.0,0.0,0.176,1752681389
ffsfm,0.0,0.0,0.0,1752681392
ffsfm,0.0,0.0,0.207,1752681392
mss,0.0,0.0,0.0,1752681394
mss,0.0,0.0,0.158,1752681394
faanbocwwb,0.0,0.0,0.0,1752681394
faanbocwwb,0.0,0.0,0.2,1752681394
vajra,0.0,0.0,0.0,1752681394
vajra,0.0,0.0,0.162,1752681394
lascvjs,0.0,0.0,0.0,1752681395
lascvjs,0.0,0.0,0.188,1752681395
sfgatjsicat,0.0,0.0,0.0,1752681398
sfgatjsicat,0.0,0.0,0.333,1752681398
kbky,0.0,0.0,0.0,1752681399
kbky,0.0,0.0,0.207,1752681399
cis-mesifa-cii,0.0,0.0,0.0,1752681400
cis-mesifa-cii,0.0,0.0,0.176,1752681400
is-dea,0.0,0.0,0.0,1752681403
is-dea,0.0,0.0,0.207,1752681403
ipsftsame,0.0,0.0,0.0,1752681407
ipsftsame,0.0,0.0,0.115,1752681407
km,0.0,0.0,0.0,1752681407
km,0.0,0.0,0.214,1752681407
tlmvvcs,0.0,0.0,0.0,1752681407
tlmvvcs,0.0,0.0,0.182,1752681407
pdtti-assam,0.0,0.0,0.0,1752681407
pdtti-assam,0.0,0.0,0.128,1752681407
ipatipo,0.0,0.0,0.0,1752681410
ipatipo,0.0,0.0,0.25,1752681410
sswc-hlwb,0.0,0.0,0.0,1752681413
sswc-hlwb,0.0,0.0,0.098,1752681413
pm-kusum,0.0,0.0,0.0,1752681415
pm-kusum,0.0,0.0,0.171,1752681415
kmys2016,0.0,0.0,0.0,1752681416
kmys2016,0.0,0.0,0.167,1752681416
jjm,0.0,0.0,0.0,1752681419
jjm,0.0,0.0,0.188,1752681419
asd,0.0,0.0,0.0,1752681419
ifbpdap,0.0,0.0,0.0,1752681419
asd,0.0,0.0,0.167,1752681419
ifbpdap,0.0,0.0,0.118,1752681419
dbwmwaaaw,0.0,0.0,0.0,1752681420
dbwmwaaaw,0.0,0.0,0.3,1752681420
mcm-min,0.0,0.0,0.0,1752681423
mcm-min,0.0,0.0,0.067,1752681423
pmsy,0.0,0.0,0.0,1752681424
pmsy,0.0,0.0,0.194,1752681424
ei-mesifai-vi,0.0,0.0,0.0,1752681426
ei-mesifai-vi,0.0,0.0,0.188,1752681426
tlsbc,0.0,0.0,0.0,1752681428
tlsbc,0.0,0.0,0.194,1752681428
sfmcas-glwb,0.0,0.0,0.0,1752681431
sfmcas-glwb,0.0,0.0,0.207,1752681431
fatpomo2t5ffttfc,0.0,0.0,0.0,1752681432
fatpomo2t5ffttfc,0.0,0.0,0.207,1752681432
doh,0.0,0.0,0.0,1752681432
doh,0.0,0.0,0.25,1752681432
faspscccsnppsdppie,0.0,0.0,0.0,1752681432
faspscccsnppsdppie,0.0,0.0,0.188,1752681432
spy-gbocwwb,0.0,0.0,0.0,1752681435
spy-gbocwwb,0.0,0.0,0.462,1752681435
farppgmc,0.0,0.0,0.0,1752681437
farppgmc,0.0,0.0,0.158,1752681437
spytis-i,0.0,0.0,0.0,1752681440
spytis-i,0.0,0.0,0.167,1752681441
dcpf,0.0,0.0,0.0,1752681441
dcpf,0.0,0.0,0.5,1752681441
nassvssa,0.0,0.0,0.0,1752681444
nassvssa,0.0,0.0,0.122,1752681444
pmmvy,0.0,0.0,0.0,1752681444
pmmvy,0.0,0.0,0.054,1752681444
ehstgs,0.0,0.0,0.0,1752681445
ehstgs,0.0,0.0,0.188,1752681445
myuy,0.0,0.0,0.0,1752681445
myuy,0.0,0.0,0.231,1752681445
skbhcs,0.0,0.0,0.0,1752681448
skbhcs,0.0,0.0,0.162,1752681448
ss-kerala,0.0,0.0,0.0,1752681450
ss-kerala,0.0,0.0,0.182,1752681450
pbcw,0.0,0.0,0.0,1752681453
pbcw,0.0,0.0,0.158,1752681453
ghfwwgs,0.0,0.0,0.0,1752681454
ghfwwgs,0.0,0.0,0.158,1752681454
sffrfse,0.0,0.0,0.0,1752681457
sffrfse,0.0,0.0,0.133,1752681457
dddrs,0.0,0.0,0.0,1752681458
dddrs,0.0,0.0,0.146,1752681458
nift,0.0,0.0,0.0,1752681458
nift,0.0,0.0,0.194,1752681458
nssky,0.0,0.0,0.0,1752681458
nssky,0.0,0.0,0.162,1752681459
ssfgcojmmw,0.0,0.0,0.0,1752681460
ssfgcojmmw,0.0,0.0,0.4,1752681460
aduw-hbocwwb,0.0,0.0,0.0,1752681461
aduw-hbocwwb,0.0,0.0,0.231,1752681461
pmatcs,0.0,0.0,0.0,1752681465
pmatcs,0.0,0.0,0.222,1752681465
madp,0.0,0.0,0.0,1752681467
madp,0.0,0.0,0.143,1752681467
gh,0.0,0.0,0.0,1752681469
gh,0.0,0.0,0.14,1752681469
malmtc,0.0,0.0,0.0,1752681471
malmtc,0.0,0.0,0.143,1752681471
nais,0.0,0.0,0.0,1752681471
nais,0.0,0.0,0.214,1752681471
dbrasa,0.0,0.0,0.0,1752681471
dbrasa,0.0,0.0,0.24,1752681471
fadesm,0.0,0.0,0.0,1752681472
fadesm,0.0,0.0,0.146,1752681472
fataps,0.0,0.0,0.0,1752681474
fataps,0.0,0.0,0.273,1752681474
gmkhsps,0.0,0.0,0.0,1752681477
gmkhsps,0.0,0.0,0.167,1752681477
scafe,0.0,0.0,0.0,1752681480
scafe,0.0,0.0,0.207,1752681480
kcr-nutrition-kit,0.0,0.0,0.0,1752681483
kcr-nutrition-kit,0.0,0.0,0.188,1752681483
dpwb,0.0,0.0,0.0,1752681484
dpwb,0.0,0.0,0.136,1752681484
dbabocwwb,0.0,0.0,0.0,1752681485
dbabocwwb,0.0,0.0,0.13,1752681485
pmcup,0.0,0.0,0.0,1752681485
pmcup,0.0,0.0,0.122,1752681485
megp,0.0,0.0,0.0,1752681486
megp,0.0,0.0,0.092,1752681486
wrflsncs-fbps,0.0,0.0,0.0,1752681487
wrflsncs-fbps,0.0,0.0,0.231,1752681487
wdbwodapd,0.0,0.0,0.0,1752681489
wdbwodapd,0.0,0.0,0.429,1752681489
dcps,0.0,0.0,0.0,1752681493
dcps,0.0,0.0,0.2,1752681493
maftcwsbw,0.0,0.0,0.0,1752681495
maftcwsbw,0.0,0.0,0.171,1752681495
pudhumai-penn-scheme,0.0,0.0,0.0,1752681497
pudhumai-penn-scheme,0.0,0.0,0.176,1752681497
pomis,0.0,0.0,0.0,1752681498
pomis,0.0,0.0,0.188,1752681498
nielitip,0.0,0.0,0.0,1752681498
nielitip,0.0,0.0,0.194,1752681499
prowis-ii,0.0,0.0,0.0,1752681500
prowis-ii,0.0,0.0,0.273,1752681500
psscsscspms,0.0,0.0,0.0,1752681501
psscsscspms,0.0,0.0,0.3,1752681501
cohaftcw,0.0,0.0,0.0,1752681501
cohaftcw,0.0,0.0,0.24,1752681501
isepqisrdceoplccn,0.0,0.0,0.0,1752681506
isepqisrdceoplccn,0.0,0.0,0.231,1752681506
apepc,0.0,0.0,0.0,1752681508
apepc,0.0,0.0,0.176,1752681508
kv,0.0,0.0,0.0,1752681510
kv,0.0,0.0,0.6,1752681510
ismpswfwa,0.0,0.0,0.0,1752681511
ismpswfwa,0.0,0.0,0.115,1752681511
fadbtac,0.0,0.0,0.0,1752681511
fadbtac,0.0,0.0,0.1,1752681511
bis,0.0,0.0,0.0,1752681514
bis,0.0,0.0,0.088,1752681514
speoselummapuy,0.0,0.0,0.0,1752681515
speoselummapuy,0.0,0.0,0.24,1752681515
svmcms,0.0,0.0,0.0,1752681515
svmcms,0.0,0.0,0.08,1752681515
dr,0.0,0.0,0.0,1752681518
dr,0.0,0.0,0.136,1752681518
bsaavy,0.0,0.0,0.0,1752681520
bsaavy,0.0,0.0,0.194,1752681520
msps,0.0,0.0,0.0,1752681522
msps,0.0,0.0,0.188,1752681522
fapllf,0.0,0.0,0.0,1752681522
fapllf,0.0,0.0,0.194,1752681522
mvspkdpy,0.0,0.0,0.0,1752681524
mvspkdpy,0.0,0.0,0.194,1752681524
fgrmb-faascdmf,0.0,0.0,0.0,1752681526
fgrmb-faascdmf,0.0,0.0,0.207,1752681526
pgssgategpatqsaicte,0.0,0.0,0.0,1752681526
pgssgategpatqsaicte,0.0,0.0,0.092,1752681526
msasy,0.0,0.0,0.0,1752681527
msasy,0.0,0.0,0.171,1752681527
apy,0.0,0.0,0.0,1752681530
apy,0.0,0.0,0.056,1752681530
say,0.0,0.0,0.0,1752681532
say,0.0,0.0,0.333,1752681532
donpv,0.0,0.0,0.0,1752681534
donpv,0.0,0.0,0.353,1752681534
nps-tsep,0.0,0.0,0.0,1752681535
nps-tsep,0.0,0.0,0.25,1752681535
aems,0.0,0.0,0.0,1752681536
aems,0.0,0.0,0.333,1752681536
pmssfm,0.0,0.0,0.0,1752681538
pmssfm,0.0,0.0,0.188,1752681538
ddwps,0.0,0.0,0.0,1752681539
ddwps,0.0,0.0,0.3,1752681539
isssoap,0.0,0.0,0.0,1752681539
isssoap,0.0,0.0,0.194,1752681539
obdtdaattnau,0.0,0.0,0.0,1752681541
obdtdaattnau,0.0,0.0,0.353,1752681541
bll,0.0,0.0,0.0,1752681543
bll,0.0,0.0,0.111,1752681543
spmssc910,0.0,0.0,0.0,1752681546
spmssc910,0.0,0.0,0.3,1752681546
mnssy,0.0,0.0,0.0,1752681546
mnssy,0.0,0.0,0.12,1752681546
ksis,0.0,0.0,0.0,1752681548
ksis,0.0,0.0,0.14,1752681548
naospasa-oai,0.0,0.0,0.0,1752681550
naospasa-oai,0.0,0.0,0.146,1752681550
ai-tgses,0.0,0.0,0.0,1752681551
ai-tgses,0.0,0.0,0.222,1752681551
ivri-is,0.0,0.0,0.0,1752681551
ivri-is,0.0,0.0,0.12,1752681551
sasbma,0.0,0.0,0.0,1752681553
sasbma,0.0,0.0,0.1,1752681553
msme-stes,0.0,0.0,0.0,1752681556
msme-stes,0.0,0.0,0.207,1752681556
fakomd-hsb,0.0,0.0,0.0,1752681558
mjspy,0.0,0.0,0.0,1752681558
fakomd-hsb,0.0,0.0,0.167,1752681558
mjspy,0.0,0.0,0.107,1752681558
assgsdra,0.0,0.0,0.0,1752681560
assgsdra,0.0,0.0,0.286,1752681560
eaphdsgbocwwb,0.0,0.0,0.0,1752681562
eaphdsgbocwwb,0.0,0.0,0.066,1752681562
dacsspostmsebcs,0.0,0.0,0.0,1752681563
dacsspostmsebcs,0.0,0.0,0.066,1752681563
icms,0.0,0.0,0.0,1752681564
icms,0.0,0.0,0.214,1752681564
fig,0.0,0.0,0.0,1752681565
fig,0.0,0.0,0.316,1752681565
nos-swd,0.0,0.0,0.0,1752681567
nos-swd,0.0,0.0,0.1,1752681567
smtwoc,0.0,0.0,0.0,1752681570
smtwoc,0.0,0.0,0.207,1752681570
ips,0.0,0.0,0.0,1752681571
ips,0.0,0.0,0.13,1752681571
cels-s,0.0,0.0,0.0,1752681572
cels-s,0.0,0.0,0.333,1752681572
sds-pbaocwwb,0.0,0.0,0.0,1752681575
sds-pbaocwwb,0.0,0.0,0.273,1752681575
sruw,0.0,0.0,0.0,1752681576
sruw,0.0,0.0,0.261,1752681576
srsn,0.0,0.0,0.0,1752681576
srsn,0.0,0.0,0.222,1752681576
wbtisiee,0.0,0.0,0.0,1752681577
wbtisiee,0.0,0.0,0.2,1752681577
fappesm,0.0,0.0,0.0,1752681579
fappesm,0.0,0.0,0.133,1752681579
bmssy,0.0,0.0,0.0,1752681582
bmssy,0.0,0.0,0.071,1752681582
ysrrb,0.0,0.0,0.0,1752681584
ysrrb,0.0,0.0,0.081,1752681584
runcpp-pbaocwwb,0.0,0.0,0.0,1752681585
runcpp-pbaocwwb,0.0,0.0,0.261,1752681585
mcfnskfdc-h,0.0,0.0,0.0,1752681588
mcfnskfdc-h,0.0,0.0,0.122,1752681588
thasp,0.0,0.0,0.0,1752681588
thasp,0.0,0.0,0.261,1752681588
hpmfd,0.0,0.0,0.0,1752681589
hpmfd,0.0,0.0,0.375,1752681589
nn,0.0,0.0,0.0,1752681590
nn,0.0,0.0,0.176,1752681590
kpy,0.0,0.0,0.0,1752681592
kpy,0.0,0.0,0.231,1752681592
unnati,0.0,0.0,0.0,1752681595
unnati,0.0,0.0,0.316,1752681595
maftcw,0.0,0.0,0.0,1752681597
maftcw,0.0,0.0,0.154,1752681597
midh,0.0,0.0,0.0,1752681597
midh,0.0,0.0,0.214,1752681597
mrnmspy,0.0,0.0,0.0,1752681600
mrnmspy,0.0,0.0,0.316,1752681600
fesmwpnie,0.0,0.0,0.0,1752681600
fesmwpnie,0.0,0.0,0.15,1752681600
rcmrf-kp,0.0,0.0,0.0,1752681601
rcmrf-kp,0.0,0.0,0.231,1752681601
mvp,0.0,0.0,0.0,1752681602
mvp,0.0,0.0,0.182,1752681602
rphdsscsts,0.0,0.0,0.0,1752681603
rphdsscsts,0.0,0.0,0.261,1752681603
ipt,0.0,0.0,0.0,1752681606
ipt,0.0,0.0,0.222,1752681606
ma,0.0,0.0,0.0,1752681609
ma,0.0,0.0,0.286,1752681609
gpabocwwb,0.0,0.0,0.0,1752681609
gpabocwwb,0.0,0.0,0.095,1752681609
sfaddta,0.0,0.0,0.0,1752681613
sfaddta,0.0,0.0,0.3,1752681613
uhkspbocwwb,0.0,0.0,0.0,1752681613
uhkspbocwwb,0.0,0.0,0.091,1752681613
ignoapsch,0.0,0.0,0.0,1752681614
ignoapsch,0.0,0.0,0.133,1752681614
sgpbj,0.0,0.0,0.0,1752681615
sgpbj,0.0,0.0,0.176,1752681615
gifogc-fp,0.0,0.0,0.0,1752681616
gifogc-fp,0.0,0.0,0.087,1752681616
mranmas1,0.0,0.0,0.0,1752681619
mranmas1,0.0,0.0,0.194,1752681619
klpbs,0.0,0.0,0.0,1752681620
klpbs,0.0,0.0,0.171,1752681620
stpmsc,0.0,0.0,0.0,1752681621
stpmsc,0.0,0.0,0.182,1752681621
fatcdhbocwwb,0.0,0.0,0.0,1752681625
fatcdhbocwwb,0.0,0.0,0.154,1752681625
big,0.0,0.0,0.0,1752681626
big,0.0,0.0,0.074,1752681626
cmaay,0.0,0.0,0.0,1752681626
cmaay,0.0,0.0,0.143,1752681626
pkvy,0.0,0.0,0.0,1752681627
pkvy,0.0,0.0,0.667,1752681627
pdpspbocwwb,0.0,0.0,0.0,1752681629
pdpspbocwwb,0.0,0.0,0.081,1752681629
mkkpy,0.0,0.0,0.0,1752681632
mkkpy,0.0,0.0,0.231,1752681632
scpmsc,0.0,0.0,0.0,1752681633
scpmsc,0.0,0.0,0.182,1752681633
fp-gbocwwb,0.0,0.0,0.0,1752681634
fp-gbocwwb,0.0,0.0,0.25,1752681634
r-cf,0.0,0.0,0.0,1752681637
r-cf,0.0,0.0,0.176,1752681637
bbsa,0.0,0.0,0.0,1752681638
bbsa,0.0,0.0,0.24,1752681638
bse-pg,0.0,0.0,0.0,1752681639
bse-pg,0.0,0.0,0.133,1752681639
bpba,0.0,0.0,0.0,1752681639
bpba,0.0,0.0,0.182,1752681639
nsakppy,0.0,0.0,0.0,1752681640
nsakppy,0.0,0.0,0.25,1752681640
nccsis,0.0,0.0,0.0,1752681645
nccsis,0.0,0.0,0.182,1752681645
isa,0.0,0.0,0.0,1752681647
isa,0.0,0.0,0.24,1752681647
wrflsncs-idra,0.0,0.0,0.0,1752681648
wrflsncs-idra,0.0,0.0,0.231,1752681648
msybc,0.0,0.0,0.0,1752681650
msybc,0.0,0.0,0.176,1752681650
sapwdpfaa,0.0,0.0,0.0,1752681650
sapwdpfaa,0.0,0.0,0.214,1752681650
msvy,0.0,0.0,0.0,1752681653
msvy,0.0,0.0,0.194,1752681653
mvspy,0.0,0.0,0.0,1752681653
mvspy,0.0,0.0,0.171,1752681653
fadcs,0.0,0.0,0.0,1752681654
fadcs,0.0,0.0,0.122,1752681654
gspaa-dfwasaofbc,0.0,0.0,0.0,1752681656
gspaa-dfwasaofbc,0.0,0.0,0.261,1752681656
fapsdhacbocwwb,0.0,0.0,0.0,1752681661
fapsdhacbocwwb,0.0,0.0,0.111,1752681661
cvcis,0.0,0.0,0.0,1752681661
cvcis,0.0,0.0,0.188,1752681661
shssd,0.0,0.0,0.0,1752681663
shssd,0.0,0.0,0.2,1752681663
sfacdrcw,0.0,0.0,0.0,1752681663
sfacdrcw,0.0,0.0,0.353,1752681663
gbwodapd,0.0,0.0,0.0,1752681665
gbwodapd,0.0,0.0,0.462,1752681665
grama-jyothi,0.0,0.0,0.0,1752681665
grama-jyothi,0.0,0.0,0.143,1752681665
skhvc,0.0,0.0,0.0,1752681667
skhvc,0.0,0.0,0.171,1752681667
shw,0.0,0.0,0.0,1752681668
shw,0.0,0.0,0.316,1752681668
dpbbocwwb,0.0,0.0,0.0,1752681674
dpbbocwwb,0.0,0.0,0.146,1752681674
eacpppc,0.0,0.0,0.0,1752681674
eacpppc,0.0,0.0,0.118,1752681674
deisrs,0.0,0.0,0.0,1752681675
deisrs,0.0,0.0,0.194,1752681675
sgs,0.0,0.0,0.0,1752681675
sgs,0.0,0.0,0.171,1752681675
tpsftbp,0.0,0.0,0.0,1752681678
tpsftbp,0.0,0.0,0.207,1752681678
ns,0.0,0.0,0.0,1752681679
ns,0.0,0.0,0.105,1752681679
nap-sdp,0.0,0.0,0.0,1752681679
nap-sdp,0.0,0.0,0.136,1752681679
pdca,0.0,0.0,0.0,1752681681
pdca,0.0,0.0,0.222,1752681681
aaby,0.0,0.0,0.0,1752681685
aaby,0.0,0.0,0.188,1752681685
sgstsc9t10,0.0,0.0,0.0,1752681687
sgstsc9t10,0.0,0.0,0.261,1752681687
assy,0.0,0.0,0.0,1752681687
assy,0.0,0.0,0.12,1752681687
jnkmdsy,0.0,0.0,0.0,1752681687
jnkmdsy,0.0,0.0,0.15,1752681687
kvps,0.0,0.0,0.0,1752681691
kvps,0.0,0.0,0.13,1752681691
dsrupdf,0.0,0.0,0.0,1752681692
dsrupdf,0.0,0.0,0.088,1752681692
pmsby,0.0,0.0,0.0,1752681693
pmsby,0.0,0.0,0.113,1752681693
ggssnc-goa,0.0,0.0,0.0,1752681693
ggssnc-goa,0.0,0.0,0.3,1752681693
kyp,0.0,0.0,0.0,1752681698
kyp,0.0,0.0,0.143,1752681698
seasukbocwwb,0.0,0.0,0.0,1752681699
seasukbocwwb,0.0,0.0,0.154,1752681699
gssvhhi,0.0,0.0,0.0,1752681699
gssvhhi,0.0,0.0,0.25,1752681699
ttcss,0.0,0.0,0.0,1752681699
ttcss,0.0,0.0,0.188,1752681699
mkku,0.0,0.0,0.0,1752681703
mkku,0.0,0.0,0.154,1752681703
vstspdec,0.0,0.0,0.0,1752681704
vstspdec,0.0,0.0,0.176,1752681704
assp,0.0,0.0,0.0,1752681705
assp,0.0,0.0,0.207,1752681705
piatibft,0.0,0.0,0.0,1752681705
piatibft,0.0,0.0,0.143,1752681705
facw,0.0,0.0,0.0,1752681709
facw,0.0,0.0,0.171,1752681709
fmtaspsstc,0.0,0.0,0.0,1752681710
fmtaspsstc,0.0,0.0,0.429,1752681710
sebpummapuy,0.0,0.0,0.0,1752681711
sebpummapuy,0.0,0.0,0.333,1752681711
gps,0.0,0.0,0.0,1752681711
gps,0.0,0.0,0.231,1752681711
uas,0.0,0.0,0.0,1752681715
uas,0.0,0.0,0.097,1752681715
bpgy,0.0,0.0,0.0,1752681717
bpgy,0.0,0.0,0.087,1752681717
fas-pulws,0.0,0.0,0.0,1752681717
